TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,AgeGroup,Target
206.46,1,41,0,65.0,2,279.0,1.0,3984.38,Tua,1
423.11,1,8,0,60.0,1,47.0,1.0,412.77999999999975,Tua,0
35.84,0,7,2,54.0,2,172.0,1.0,4795.65,Dewasa,0
88.6,0,33,1,28.0,3,105.0,1.0,246.5699999999997,Muda,1
22.460000000000008,1,27,2,54.0,2,78.0,1.0,6631.5,Dewasa,1
334.89,1,13,2,21.0,3,260.0,1.0,1661.6800000000003,Muda,2
319.27,0,29,2,54.0,2,59.0,1.0,5504.01,Dewasa,1
144.3,1,28,0,18.0,3,88.0,1.0,312.1899999999996,Muda,1
348.7,0,14,1,69.0,2,149.0,1.0,2445.58,Tua,2
366.21,1,28,0,62.0,0,181.0,1.0,10862.99,Tua,1
99.11000000000001,1,30,2,55.0,2,12.0,1.0,5414.87,Dewasa,1
539.35,1,25,0,55.0,2,127.0,1.0,3919.44,Dewasa,2
188.99,1,28,1,58.0,1,92.0,1.0,7315.34,Tua,1
710.1400000000001,1,12,0,26.0,3,227.0,1.0,465.6300000000001,Muda,0
308.68,1,25,2,53.0,0,170.0,1.0,9992.36,Dewasa,2
166.68,1,23,0,57.0,2,139.0,1.0,5141.19,Tua,2
66.57999999999998,1,33,1,23.0,3,79.0,1.0,1636.3199999999997,Muda,1
223.43,1,9,1,77.0,2,178.0,1.0,7932.41,Tua,0
659.95,1,11,2,60.0,1,114.0,1.0,3927.69,Tua,0
634.86,1,6,0,27.0,3,45.0,1.0,588.5,Muda,0
286.5,0,4,1,30.0,1,60.0,1.0,8517.95,Muda,0
322.96,0,30,1,76.0,2,168.0,1.0,2401.59,Tua,1
654.48,1,8,1,19.0,3,114.0,1.0,6776.41,Muda,0
157.97,1,30,1,48.0,0,140.0,1.0,5529.92,Dewasa,1
254.77,1,10,1,57.0,1,57.0,1.0,5994.87,Tua,0
795.96,1,33,2,65.0,2,119.0,1.0,5468.58,Tua,1
149.25,1,29,0,39.0,1,142.0,1.0,5677.52,Dewasa,1
68.19,0,14,2,40.0,0,189.0,1.0,9895.1,Dewasa,2
37.57000000000002,1,12,0,57.0,2,42.0,1.0,7739.54,Tua,0
448.33,1,1,0,25.0,3,161.0,1.0,922.1899999999996,Muda,0
8.650000000000006,1,19,2,48.0,0,273.0,1.0,10778.35,Dewasa,2
539.81,1,37,2,46.0,1,177.0,1.0,2051.25,Dewasa,1
363.53,1,18,0,63.0,2,142.0,1.0,1038.9099999999999,Tua,2
64.9,0,11,1,51.0,2,72.0,1.0,6854.61,Dewasa,0
358.18,1,4,0,18.0,3,157.0,1.0,619.8599999999997,Muda,0
167.2,1,35,1,30.0,0,84.0,1.0,11320.83,Muda,1
121.91,1,6,1,60.0,0,133.0,1.0,14510.8,Tua,0
137.57,1,21,2,54.0,1,70.0,1.0,5103.67,Dewasa,2
534.62,1,28,2,55.0,0,45.0,1.0,13793.529999999999,Dewasa,1
463.92,1,23,2,50.0,1,199.0,1.0,2403.39,Dewasa,2
320.14,1,25,2,60.0,2,96.0,1.0,3075.9700000000003,Tua,2
214.93,1,0,2,28.0,3,52.0,1.0,7835.4,Muda,0
660.02,1,26,1,20.0,3,84.0,1.0,414.4300000000003,Muda,2
345.81,1,33,1,40.0,1,135.0,1.0,6116.8,Dewasa,1
143.54000000000002,1,30,0,71.0,2,80.0,1.0,6067.62,Tua,1
541.79,1,23,0,21.999999999999996,3,125.0,1.0,1454.08,Muda,2
40.56999999999999,1,8,1,26.0,3,63.0,1.0,1476.9099999999999,Muda,0
498.67,1,24,2,28.0,3,244.0,1.0,1719.9700000000003,Muda,2
227.22,1,12,0,53.0,0,220.0,1.0,832.8199999999997,Dewasa,0
59.44,1,6,2,35.0,1,176.0,1.0,5472.03,Dewasa,0
230.46,1,23,2,19.0,3,179.0,1.0,162.52999999999975,Muda,2
65.09,0,39,2,44.0,1,159.0,1.0,9370.9,Dewasa,1
457.09,0,26,2,55.0,1,63.0,1.0,8570.82,Dewasa,2
552.02,0,6,0,44.0,1,100.0,1.0,522.0799999999999,Dewasa,0
377.12,1,15,0,34.0,1,61.0,1.0,836.6700000000001,Dewasa,2
204.56,0,36,1,18.0,3,179.0,1.0,364.72000000000025,Muda,1
420.28,1,42,1,35.0,0,144.0,1.0,8557.32,Dewasa,1
124.59,1,5,1,27.0,3,171.0,1.0,129.28999999999996,Muda,0
73.88,1,5,2,39.0,0,34.0,1.0,6474.41,Dewasa,0
245.93,1,14,1,54.0,1,172.0,1.0,7986.63,Dewasa,2
622.41,1,16,0,64.0,0,125.0,1.0,7322.01,Tua,2
43.72999999999999,1,29,0,34.0,0,145.0,1.0,9929.43,Dewasa,1
2.030000000000001,0,11,0,33.0,1,28.0,1.0,3012.31,Dewasa,0
770.6500000000001,1,17,2,31.0,0,137.0,1.0,7198.8,Muda,2
260.31,1,2,1,63.0,0,113.0,1.0,10980.38,Tua,0
356.1,0,13,1,26.0,3,187.0,1.0,868.3500000000004,Muda,2
27.069999999999993,0,41,1,80.0,2,39.0,1.0,3773.29,Tua,1
119.88999999999999,1,40,0,67.0,0,60.0,1.0,6697.77,Tua,1
106.38999999999999,1,41,2,37.0,0,281.0,1.0,9410.99,Dewasa,1
12.04000000000002,1,13,2,37.0,1,58.00000000000001,1.0,6213.32,Dewasa,2
29.379999999999995,0,3,1,28.0,3,63.0,1.0,1663.31,Muda,0
319.85,1,10,0,60.0,0,148.0,1.0,711.6599999999999,Tua,0
350.14,0,20,2,75.0,2,38.0,1.0,2403.25,Tua,2
163.94,0,41,1,52.0,2,73.0,1.0,5957.37,Dewasa,1
170.53,1,28,1,24.0,3,58.00000000000001,1.0,801.0100000000002,Muda,1
41.49000000000001,1,0,2,24.0,3,13.0,1.0,928.3299999999999,Muda,0
121.43,0,34,1,52.0,1,243.0,1.0,7365.28,Dewasa,1
350.46,1,26,1,51.0,2,165.0,1.0,5839.38,Dewasa,2
220.41,0,12,2,26.0,1,155.0,1.0,5116.98,Muda,0
33.460000000000036,1,39,0,72.0,2,111.0,1.0,3641.07,Tua,1
104.79000000000002,1,10,0,70.0,0,223.0,1.0,1352.19,Tua,0
246.27,1,14,2,29.0,0,141.0,1.0,7299.86,Muda,2
48.849999999999994,1,9,0,19.0,3,176.0,1.0,1503.56,Muda,0
332.0,1,5,0,69.0,2,17.0,1.0,5943.13,Tua,0
118.1,1,22,2,54.0,1,167.0,1.0,895.6599999999999,Dewasa,2
84.59,0,19,1,67.0,0,10.0,1.0,5669.1,Tua,2
295.64,1,17,2,21.0,3,82.0,1.0,1061.96,Muda,2
514.33,1,30,1,25.0,3,160.0,1.0,1592.94,Muda,1
94.59,1,42,2,39.0,0,34.0,1.0,6171.89,Dewasa,1
80.43,1,8,1,59.0,2,157.0,1.0,5987.67,Tua,0
54.25,1,41,2,68.0,0,37.0,1.0,14783.329999999998,Tua,1
518.85,1,18,2,21.999999999999996,3,82.0,1.0,1806.0,Muda,2
10.650000000000006,1,21,2,54.0,0,161.0,1.0,13240.720000000001,Dewasa,2
107.03,1,24,1,27.0,3,73.0,1.0,1408.0699999999997,Muda,2
346.11,1,9,1,41.0,1,213.0,1.0,9551.64,Dewasa,0
138.06,1,5,1,44.0,1,159.0,1.0,1070.4699999999998,Dewasa,0
158.02,1,27,0,49.0,1,120.0,1.0,9374.24,Dewasa,1
830.01,0,6,2,66.0,2,96.0,1.0,4253.18,Tua,0
110.49000000000001,1,33,2,57.0,0,48.0,1.0,10483.93,Tua,1
329.4,1,10,2,34.0,0,68.0,1.0,9588.07,Dewasa,0
635.4,1,10,0,47.0,0,106.0,1.0,1238.1099999999997,Dewasa,0
769.97,1,36,1,21.999999999999996,3,23.0,1.0,1244.9300000000003,Muda,1
175.07,1,7,1,26.0,3,169.0,1.0,1040.2499999999995,Muda,0
7.310000000000002,1,19,1,78.0,2,282.0,1.0,5757.67,Tua,2
56.120000000000005,1,12,0,30.0,0,102.0,1.0,8839.67,Muda,0
424.7,0,24,2,56.0,2,178.0,1.0,6239.89,Tua,2
35.72999999999999,1,24,1,65.0,0,87.0,1.0,9073.17,Tua,2
3.4399999999999977,1,13,0,78.0,2,108.0,1.0,7561.33,Tua,2
139.03,0,20,2,50.0,1,81.0,1.0,2276.57,Dewasa,2
254.92,0,35,0,28.0,1,169.0,1.0,2791.12,Muda,1
115.11000000000001,1,0,2,28.0,1,139.0,1.0,9808.97,Muda,0
171.11,1,37,0,57.0,2,171.0,1.0,6324.09,Tua,1
408.46,1,33,1,64.0,2,28.0,1.0,3140.79,Tua,1
342.17,0,27,1,21.0,3,247.0,1.0,461.8299999999999,Muda,1
580.71,1,30,0,53.0,1,95.0,1.0,5670.0,Dewasa,1
821.54,0,1,1,79.0,2,36.0,1.0,4040.32,Tua,0
253.47,1,1,1,20.0,3,238.0,1.0,220.51000000000022,Muda,0
22.810000000000002,1,27,2,62.0,2,75.0,1.0,3634.76,Tua,1
266.57,0,4,2,39.0,1,96.0,1.0,7180.48,Dewasa,0
374.61,0,23,2,75.0,2,37.0,1.0,1389.71,Tua,2
339.35,0,4,0,78.0,2,70.0,1.0,5002.7,Tua,0
810.3600000000001,1,8,0,20.0,3,67.0,1.0,9239.12,Muda,0
9.830000000000041,1,22,0,24.0,3,86.0,1.0,666.4200000000001,Muda,2
135.57,0,4,1,51.0,0,116.0,1.0,11351.64,Dewasa,0
340.05,1,11,0,43.0,1,37.0,1.0,7234.15,Dewasa,0
283.45,1,7,1,27.0,1,127.0,1.0,2049.51,Muda,0
100.99000000000001,1,27,0,68.0,0,114.0,1.0,8865.27,Tua,1
90.88,1,0,1,18.0,3,176.0,1.0,3908.47,Muda,0
655.15,1,39,0,26.0,1,264.0,1.0,5587.44,Muda,1
320.55,1,25,2,50.0,1,118.0,1.0,438.75,Dewasa,2
41.50999999999999,1,31,2,28.0,3,48.0,1.0,609.6000000000004,Muda,1
71.53,0,17,1,68.0,2,39.0,1.0,2393.73,Tua,2
467.13,0,18,1,54.0,2,45.0,1.0,3914.84,Dewasa,2
235.4,1,11,1,28.0,3,70.0,1.0,818.3599999999997,Muda,0
159.32,1,39,1,18.0,3,100.0,1.0,304.4399999999996,Muda,1
50.829999999999984,0,30,2,30.0,0,48.0,1.0,9553.42,Muda,1
56.889999999999986,0,15,1,59.0,1,56.0,1.0,3034.67,Tua,2
20.22,1,17,0,43.0,1,138.0,1.0,5515.32,Dewasa,2
50.400000000000006,1,35,1,36.0,0,84.0,1.0,1677.0100000000002,Dewasa,1
73.88,1,20,1,53.0,2,131.0,1.0,4055.55,Dewasa,2
119.61000000000001,1,36,0,33.0,0,53.0,1.0,9899.94,Dewasa,1
116.57999999999998,1,33,1,43.0,1,247.0,1.0,2620.74,Dewasa,1
156.26,0,41,1,46.0,1,160.0,1.0,7854.1,Dewasa,1
427.0,0,28,1,49.0,1,163.0,1.0,8253.65,Dewasa,1
67.57,1,5,1,37.0,1,107.0,1.0,2766.12,Dewasa,0
326.29,1,10,2,56.0,1,179.0,1.0,8171.26,Tua,0
158.56,1,34,0,33.0,0,100.0,1.0,5401.21,Dewasa,1
56.02000000000001,1,22,2,27.0,3,142.0,1.0,3548.02,Muda,2
245.67,0,32,1,24.0,3,107.0,1.0,752.25,Muda,1
114.35,0,12,1,41.0,1,21.0,1.0,469.1199999999999,Dewasa,0
504.63,1,32,2,60.0,1,168.0,1.0,3806.16,Tua,1
820.1500000000001,1,18,1,47.0,0,181.0,1.0,8802.97,Dewasa,2
8.370000000000005,1,7,0,63.0,2,135.0,1.0,1106.3400000000001,Tua,0
197.49,0,14,2,53.0,2,30.0,1.0,5005.33,Dewasa,2
637.97,1,27,1,58.0,2,90.0,1.0,7949.03,Tua,1
13.519999999999982,1,39,0,26.0,3,65.0,1.0,259.7699999999995,Muda,1
432.1,1,37,0,49.0,1,240.0,1.0,2114.3,Dewasa,1
642.68,1,14,1,50.0,0,94.0,1.0,8461.46,Dewasa,2
78.44,0,38,2,52.0,2,292.0,1.0,6870.84,Dewasa,1
139.72000000000003,1,22,1,49.0,1,201.0,1.0,5058.83,Dewasa,2
499.99,1,38,1,31.0,1,296.0,1.0,8885.0,Muda,1
10.070000000000022,1,0,2,24.0,3,49.0,1.0,530.8100000000004,Muda,0
120.62,1,33,0,23.0,3,85.0,1.0,9379.53,Muda,1
578.49,1,26,1,59.0,2,180.0,1.0,6475.13,Tua,2
280.92,1,31,2,41.0,0,168.0,1.0,5298.85,Dewasa,1
42.420000000000016,1,34,2,21.0,3,102.0,1.0,490.5699999999997,Muda,1
77.03,1,14,0,67.0,0,259.0,1.0,11310.27,Tua,2
22.590000000000003,1,39,0,62.0,2,45.0,1.0,3988.75,Tua,1
568.76,1,3,0,51.0,2,155.0,1.0,7484.32,Dewasa,0
105.94,1,28,1,51.0,1,207.0,1.0,5963.1,Dewasa,1
350.15,0,14,0,21.0,3,195.0,1.0,296.47000000000025,Muda,2
183.67,1,36,2,19.0,3,238.0,1.0,910.2600000000002,Muda,1
278.27,1,40,1,29.0,0,123.0,1.0,6684.34,Muda,1
470.3,1,2,0,40.0,0,88.0,1.0,8524.09,Dewasa,0
261.69,1,30,0,53.0,2,84.0,1.0,5126.65,Dewasa,1
365.04,1,41,1,21.999999999999996,3,94.0,1.0,873.8900000000003,Muda,1
211.1,1,24,1,57.0,2,136.0,1.0,7059.77,Tua,2
21.49000000000001,1,10,0,58.0,0,240.0,1.0,11991.24,Tua,0
63.579999999999984,1,8,0,18.0,3,199.0,1.0,8086.04,Muda,0
321.86,1,35,0,63.0,0,167.0,1.0,12626.49,Tua,1
642.54,1,25,1,44.0,1,28.0,1.0,3143.17,Dewasa,2
313.65,0,6,1,55.0,2,173.0,1.0,1886.3599999999997,Dewasa,0
99.75999999999999,1,34,1,26.0,3,131.0,1.0,416.8900000000003,Muda,1
115.32,1,10,1,53.0,2,113.0,1.0,5929.08,Dewasa,0
33.61000000000004,1,25,2,23.0,3,72.0,1.0,479.0799999999999,Muda,2
498.59,0,28,2,33.0,0,32.0,1.0,5862.99,Dewasa,1
98.81,1,37,1,27.0,3,91.0,1.0,797.1000000000004,Muda,1
1.8700000000000045,1,42,0,65.0,2,147.0,1.0,7287.94,Tua,1
78.92000000000002,0,17,2,59.0,1,95.0,1.0,5624.86,Tua,2
194.29,0,39,1,39.0,1,10.0,1.0,2988.41,Dewasa,1
105.53,1,7,2,24.0,3,88.0,1.0,1433.6599999999999,Muda,0
737.3399999999999,1,24,2,30.0,0,34.0,1.0,7336.56,Muda,2
237.86,1,30,0,18.0,3,210.0,1.0,475.6300000000001,Muda,1
409.61,1,18,1,65.0,0,89.0,1.0,11698.15,Tua,2
75.53,0,14,2,21.0,3,157.0,1.0,1034.3499999999995,Muda,2
72.75,1,31,0,64.0,0,15.0,1.0,12042.79,Tua,1
39.110000000000014,1,8,2,26.0,3,143.0,1.0,518.54,Muda,0
729.3799999999999,1,20,0,68.0,0,90.0,1.0,9127.65,Tua,2
137.49,1,13,0,34.0,1,50.0,1.0,4471.05,Dewasa,2
504.71,1,11,2,29.0,1,61.0,1.0,6214.54,Muda,0
371.47,0,25,1,24.0,3,58.00000000000001,1.0,1187.0399999999995,Muda,2
430.35,1,5,2,36.0,0,205.0,1.0,354.89999999999964,Dewasa,0
230.32,1,19,1,35.0,1,56.0,1.0,791.46,Dewasa,2
121.70999999999998,1,6,0,52.0,2,140.0,1.0,5878.89,Dewasa,0
98.87,1,11,2,20.0,3,179.0,1.0,533.1999999999998,Muda,0
117.55000000000001,1,14,0,24.0,3,35.0,1.0,897.9399999999996,Muda,2
244.64,1,40,1,30.0,0,103.0,1.0,9159.56,Muda,1
321.93,1,26,0,45.0,1,12.0,1.0,4392.73,Dewasa,2
346.65,1,42,2,30.0,1,60.0,1.0,6356.96,Muda,1
388.65,1,28,0,76.0,2,43.0,1.0,7896.85,Tua,1
29.21999999999997,1,35,0,24.0,3,151.0,1.0,1649.4300000000003,Muda,1
46.75,1,7,1,67.0,2,150.0,1.0,2840.43,Tua,0
348.64,1,38,2,57.0,2,128.0,1.0,3274.96,Tua,1
319.17,1,40,2,73.0,2,81.0,1.0,6501.56,Tua,1
73.94999999999999,1,18,0,26.0,3,76.0,1.0,363.9200000000001,Muda,2
389.63,1,23,2,27.0,1,99.0,1.0,9748.48,Muda,2
217.61,1,6,0,19.0,3,45.0,1.0,1404.5299999999997,Muda,0
199.84,1,9,0,21.0,3,150.0,1.0,706.4399999999996,Muda,0
56.349999999999994,1,5,0,44.0,0,75.0,1.0,5095.73,Dewasa,0
248.95,0,37,1,65.0,2,29.000000000000014,1.0,3059.79,Tua,1
142.58000000000004,1,35,0,33.0,1,145.0,1.0,7844.23,Dewasa,1
333.78,1,36,0,60.0,2,98.0,1.0,6810.94,Tua,1
332.59,1,35,2,55.0,2,143.0,1.0,1457.0699999999997,Dewasa,1
236.81,1,28,1,21.999999999999996,3,15.0,1.0,813.6800000000003,Muda,1
417.8,0,30,1,27.0,3,130.0,1.0,1518.8199999999997,Muda,1
319.27,1,35,0,50.0,0,150.0,1.0,10269.78,Dewasa,1
820.6200000000001,0,14,1,61.0,0,158.0,1.0,6024.8,Tua,2
474.77,0,16,2,56.0,1,50.0,1.0,2158.59,Tua,2
542.72,0,16,1,43.0,0,92.0,1.0,6011.8,Dewasa,2
79.80000000000001,1,13,0,73.0,2,76.0,1.0,6372.58,Tua,2
46.24000000000001,1,36,1,57.0,1,52.0,1.0,2569.56,Tua,1
327.8,1,37,0,61.0,0,54.0,1.0,10585.48,Tua,1
445.79,1,19,0,52.0,0,161.0,1.0,717.9899999999998,Dewasa,2
55.889999999999986,1,14,2,72.0,2,150.0,1.0,3689.65,Tua,2
158.41,1,34,1,28.0,3,16.0,1.0,1512.1599999999999,Muda,1
101.19,0,10,2,64.0,0,75.0,1.0,14389.45,Tua,0
61.97,1,31,0,74.0,2,95.0,1.0,7014.69,Tua,1
27.210000000000008,1,38,0,79.0,2,102.0,1.0,3520.61,Tua,1
173.74,1,15,2,80.0,2,64.0,1.0,4913.42,Tua,2
176.11,1,38,1,38.0,1,105.0,1.0,9155.35,Dewasa,1
88.4,1,13,2,46.0,1,174.0,1.0,2567.53,Dewasa,2
567.92,1,8,2,53.0,2,14.0,1.0,3779.47,Dewasa,0
138.11,0,31,2,68.0,2,104.0,1.0,4177.65,Tua,1
456.93,0,41,1,28.0,1,193.0,1.0,7284.76,Muda,1
101.42000000000002,1,1,2,66.0,2,146.0,1.0,6530.59,Tua,0
300.61,1,12,2,44.0,0,51.0,1.0,7895.54,Dewasa,0
265.94,1,4,2,54.0,1,132.0,1.0,6781.3,Dewasa,0
345.54,1,36,2,29.0,1,50.0,1.0,2091.78,Muda,1
411.52,1,20,0,41.0,0,88.0,1.0,11108.39,Dewasa,2
111.20999999999998,1,32,1,35.0,0,111.0,1.0,9088.36,Dewasa,1
316.37,1,7,0,53.0,1,86.0,1.0,4671.69,Dewasa,0
260.63,1,13,1,37.0,1,142.0,1.0,7534.73,Dewasa,2
92.36000000000001,1,9,0,29.0,1,144.0,1.0,6353.14,Muda,0
262.06,1,28,1,63.0,0,118.0,1.0,13587.52,Tua,1
64.5,1,10,0,74.0,2,230.0,1.0,1351.2399999999998,Tua,0
175.94,1,16,0,57.0,2,89.0,1.0,3728.04,Tua,2
199.47,1,11,2,57.0,0,142.0,1.0,6067.44,Tua,0
51.06999999999999,1,9,1,63.0,2,133.0,1.0,4292.16,Tua,0
435.86,1,17,0,56.0,2,134.0,1.0,3801.82,Tua,2
74.73000000000002,0,17,1,64.0,2,162.0,1.0,6353.22,Tua,2
182.79,0,21,2,23.0,3,14.0,1.0,1251.85,Muda,2
628.36,1,2,2,44.0,0,108.0,1.0,11869.71,Dewasa,0
268.39,1,35,2,29.0,0,177.0,1.0,9409.43,Muda,1
560.15,0,22,2,50.0,1,92.0,1.0,817.8299999999999,Dewasa,2
132.36,1,7,1,28.0,3,160.0,1.0,319.64999999999964,Muda,0
24.769999999999982,0,26,2,40.0,1,17.0,1.0,478.2300000000005,Dewasa,2
80.24000000000001,0,27,1,53.0,0,58.00000000000001,1.0,8012.81,Dewasa,1
8.650000000000006,1,23,0,68.0,2,198.0,1.0,4201.22,Tua,2
178.91,1,29,0,18.0,3,19.0,1.0,8870.89,Muda,1
115.22,1,37,1,27.0,1,108.0,1.0,906.1999999999998,Muda,1
161.63,1,38,2,46.0,0,276.0,1.0,9286.37,Dewasa,1
542.75,0,26,1,70.0,2,63.0,1.0,2224.08,Tua,2
317.47,0,34,2,67.0,0,16.0,1.0,14639.279999999999,Tua,1
280.99,1,15,1,45.0,1,29.000000000000014,1.0,9733.59,Dewasa,2
24.189999999999998,1,36,0,29.0,1,28.0,1.0,2756.2,Muda,1
372.41,1,36,0,55.0,2,143.0,1.0,3233.87,Dewasa,1
247.17,0,6,1,65.0,2,149.0,1.0,2611.64,Tua,0
48.78,0,18,1,18.0,3,136.0,1.0,552.0600000000004,Muda,2
4.150000000000006,0,29,1,60.0,2,119.0,1.0,6017.36,Tua,1
60.99000000000001,1,28,1,34.0,1,58.00000000000001,1.0,7281.46,Dewasa,1
408.19,1,23,1,26.0,1,241.0,1.0,6847.47,Muda,2
524.6,1,12,1,58.0,0,76.0,1.0,13017.7,Tua,0
108.95999999999998,1,25,0,26.0,3,247.0,1.0,7597.66,Muda,2
70.03,1,26,1,63.0,2,49.0,1.0,7330.31,Tua,2
324.04,1,41,0,54.0,2,30.0,1.0,2248.06,Dewasa,1
39.69,1,2,2,70.0,2,163.0,1.0,3524.68,Tua,0
81.26999999999998,0,39,2,21.999999999999996,3,68.0,1.0,1814.48,Muda,1
193.82,1,18,1,37.0,1,176.0,1.0,3886.77,Dewasa,2
474.05,1,38,0,57.0,2,214.0,1.0,1484.31,Tua,1
637.75,1,9,1,79.0,2,152.0,1.0,4202.92,Tua,0
153.59,0,32,1,66.0,2,174.0,1.0,4813.12,Tua,1
186.6,1,40,1,18.0,3,139.0,1.0,9716.68,Muda,1
644.08,1,1,2,24.0,3,55.0,1.0,1980.62,Muda,0
305.0,1,31,0,21.999999999999996,3,222.0,1.0,944.8299999999999,Muda,1
233.1,0,26,1,42.0,0,37.0,1.0,7469.2,Dewasa,2
793.1300000000001,1,22,2,68.0,0,76.0,1.0,13389.16,Tua,2
224.19,1,15,0,52.0,0,93.0,1.0,8475.47,Dewasa,2
214.83,0,40,0,23.0,3,63.0,1.0,991.6899999999996,Muda,1
163.46,0,3,1,63.0,2,111.0,1.0,6953.8,Tua,0
194.99,1,17,1,34.0,1,91.0,1.0,1370.0299999999997,Dewasa,2
227.5,1,34,2,34.0,0,277.0,1.0,11505.35,Dewasa,1
259.9,1,28,2,26.0,3,100.0,1.0,914.2799999999997,Muda,1
59.50999999999999,0,9,2,36.0,0,55.0,1.0,9955.88,Dewasa,0
112.94,0,35,2,73.0,2,31.0,1.0,3807.84,Tua,1
11.81000000000003,1,31,0,21.0,3,131.0,1.0,320.25,Muda,1
329.14,1,34,1,55.0,0,14.0,1.0,12033.92,Dewasa,1
154.24,1,23,0,61.0,2,82.0,1.0,6109.55,Tua,2
233.44,1,6,2,20.0,3,297.0,1.0,1691.88,Muda,0
98.70999999999998,1,13,0,32.0,0,117.0,1.0,10095.23,Muda,2
87.38,1,1,1,21.0,3,252.0,1.0,1504.9899999999998,Muda,0
83.38999999999999,1,29,1,32.0,0,158.0,1.0,13182.11,Muda,1
267.55,1,5,2,46.0,1,40.000000000000014,1.0,4330.04,Dewasa,0
870.05,1,12,0,29.0,0,39.0,1.0,905.25,Muda,0
164.51,1,21,1,78.0,2,110.0,1.0,3553.69,Tua,2
758.12,1,37,0,69.0,2,90.0,1.0,6164.65,Tua,1
103.75999999999999,1,18,2,28.0,1,188.0,1.0,9626.14,Muda,2
583.92,1,18,2,55.0,1,139.0,1.0,6364.14,Dewasa,2
204.06,1,42,2,77.0,2,159.0,1.0,4351.83,Tua,1
53.50999999999999,1,27,2,56.0,2,165.0,1.0,5773.5,Tua,1
120.17000000000002,1,32,0,49.0,0,105.0,1.0,5403.79,Dewasa,1
220.8,1,16,2,31.0,1,28.0,1.0,8135.31,Muda,2
119.00999999999999,1,30,0,45.0,0,87.0,1.0,9798.26,Dewasa,1
183.32,1,33,0,21.0,3,74.0,1.0,137.42000000000007,Muda,1
858.8800000000001,1,17,2,60.0,1,227.0,1.0,7015.46,Tua,2
11.460000000000008,0,37,2,41.0,1,128.0,1.0,2356.71,Dewasa,1
61.370000000000005,1,8,1,75.0,2,164.0,1.0,4294.44,Tua,0
103.07999999999998,0,25,1,49.0,1,150.0,1.0,9251.38,Dewasa,2
425.18,0,7,2,26.0,1,172.0,1.0,9880.71,Muda,0
60.96000000000001,1,7,0,52.0,2,238.0,1.0,6189.24,Dewasa,0
64.20999999999998,1,29,0,51.0,0,37.0,1.0,12540.18,Dewasa,1
523.02,1,17,2,53.0,2,83.0,1.0,4586.11,Dewasa,2
50.25999999999999,1,19,1,65.0,2,164.0,1.0,1519.38,Tua,2
110.07999999999998,1,11,1,19.0,3,95.0,1.0,1447.2600000000002,Muda,0
54.47,0,30,1,23.0,3,34.0,1.0,1131.42,Muda,1
79.75999999999999,1,18,2,68.0,0,115.0,1.0,10278.75,Tua,2
16.79000000000002,0,11,2,30.0,0,146.0,1.0,535.1499999999996,Muda,0
68.62,1,29,1,29.0,0,157.0,1.0,13891.469999999998,Muda,1
643.38,0,11,2,18.0,3,105.0,1.0,1046.7399999999998,Muda,0
328.34,0,36,2,42.0,1,31.0,1.0,2840.45,Dewasa,1
72.68,1,39,2,69.0,2,44.0,1.0,6216.77,Tua,1
354.76,1,11,1,51.0,0,279.0,1.0,10141.92,Dewasa,0
793.8800000000001,0,20,0,21.999999999999996,3,252.0,1.0,1404.06,Muda,2
29.21999999999997,1,11,0,27.0,1,69.0,1.0,7795.79,Muda,0
366.43,0,32,2,21.0,3,92.0,1.0,1560.4499999999998,Muda,1
233.74,1,4,2,72.0,2,142.0,1.0,4749.54,Tua,0
471.84,1,33,0,18.0,3,138.0,1.0,1044.3300000000004,Muda,1
213.4,0,13,1,73.0,2,100.0,1.0,2012.2399999999998,Tua,2
254.21,1,31,0,48.0,1,46.0,1.0,2487.2,Dewasa,1
577.73,1,38,0,37.0,0,63.0,1.0,14977.989999999998,Dewasa,1
170.26,1,6,0,27.0,3,265.0,1.0,1969.48,Muda,0
330.61,0,26,1,64.0,2,113.0,1.0,2525.25,Tua,2
132.33,0,31,0,35.0,1,47.0,1.0,7457.94,Dewasa,1
74.04000000000002,1,22,2,18.0,3,66.0,1.0,1690.23,Muda,2
197.18,1,40,2,28.0,1,135.0,1.0,3114.92,Muda,1
697.8199999999999,1,27,2,44.0,1,153.0,1.0,6824.0,Dewasa,1
148.0,1,40,1,20.0,3,35.0,1.0,1488.65,Muda,1
22.26000000000002,1,35,1,19.0,3,56.0,1.0,5583.88,Muda,1
0.8600000000000421,1,7,0,25.0,3,139.0,1.0,1357.2200000000003,Muda,0
757.0999999999999,1,1,1,65.0,0,203.0,1.0,10553.23,Tua,0
38.81,0,41,2,25.0,3,145.0,1.0,1619.6,Muda,1
32.46000000000001,1,5,2,31.0,0,10.0,1.0,8656.18,Muda,0
20.639999999999958,1,5,1,21.999999999999996,3,59.0,1.0,949.3800000000001,Muda,0
662.11,1,1,1,23.0,3,219.0,1.0,1996.38,Muda,0
35.05000000000001,1,4,1,30.0,0,105.0,1.0,14330.469999999998,Muda,0
214.73,0,20,0,46.0,0,26.0,1.0,5368.42,Dewasa,2
25.380000000000024,1,21,1,57.0,1,66.0,1.0,8616.05,Tua,2
617.66,1,22,0,41.0,1,40.000000000000014,1.0,5906.58,Dewasa,2
